CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,REL DT,5C CODE
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA 2WD HYBRID,6,8,Auto(AV),R,811,21,22,21,26.8,30.1459,28.2089,R,,,,,,,,,,2927, ,CLKUP ,2,12,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA XFE 2WD,5.3,8,Auto(L6),R,873,11,16,13,13.5,21.61,16.2431,E,,,,,,,,,,4095,340-450,CLKUP ,2,12,31-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,GMC,C15 SIERRA XFE 2WD,5.3,8,Auto(L6),R,872,15,21,17,18.01,28.81,21.6646,R,,,,,,,,,,3616,340-450,CLKUP ,2,12,31-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,3.7,6,Manual(M6),R,538,16,20,18,19.5,28.3,22.6726,R,,,,,,,,,,3419, ,,2,12,21-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,3.7,6,Auto(L4),R,537,15,20,17,18.1,28.1,21.5513,R,,,,,,,,,,3616, ,CMODE ,2,12,21-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,4.7,8,Auto(L5),R,552,9,13,10,11,17.7,13.2584,E,,,,,,,,,,5325,E85 240,CMODE ,2,12,27-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,MITSUBISHI,RAIDER PICKUP 2WD,4.7,8,Auto(L5),R,550,14,19,15,17.4,25.8,20.3869,R,,,,,,,,,,4102,GAS 330,CMODE ,2,12,17-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,NISSAN,TITAN 2WD,5.6,8,Auto(L5),R,294,9,13,11,11.4247,18.0118,13.6752,E,,,,,,,,,,4840,RNG310/410,CLKUP ,4,12,15-May-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,NISSAN,TITAN 2WD,5.6,8,Auto(L5),R,292,13,18,14,15.3909,24.2318,18.4142,R,,,,,,,,,,4391,RNG390/520,CLKUP ,4,12,15-May-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,NISSAN,TITAN 2WD,5.6,8,Auto(L5),R,284,13,17,14,15.4439,23.9989,18.3946,R,,,,,,,,,,4391, ,CLKUP ,4,12,15-May-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,4,6,Auto(S5),R,31,15,19,16,18.6995,25.7499,21.3273,R,,,,,,,,,,3844, ,CLKUP ,4,12,7-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,4.7,8,Auto(S5),R,32,14,17,15,16.872,23.6293,19.3638,R,,,,,,,,,,4102, ,CLKUP ,4,12,7-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 2WD,TOYOTA,TOYOTA TUNDRA 2WD,5.7,8,Auto(S6),R,34,14,18,16,17.1551,25.1154,20.0089,R,,,,,,,,,,3844, ,CLKUP ,4,12,7-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,4.3,6,Auto(L4),4,839,14,18,15,17.1,24.4,19.7604,R,,,,,,,,,,4102, ,CLKUP ,2,13,11-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,4.8,8,Auto(L4),4,841,14,18,15,16.8774,24.9457,19.7523,R,,,,,,,,,,4102, ,CLKUP ,2,13,11-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L4),4,837,10,14,12,12.73,18.724,14.8725,E,,,,,,,,,,4436,300-420,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L4),4,835,14,19,16,17.3282,26.0936,20.4141,R,,,,,,,,,,3844,410-560,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L6),4,833,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L6),4,832,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L4),4,849,14,19,16,17.9134,26.9909,21.108,R,,,,,,,,,,3844, ,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,5.3,8,Auto(L6),4,847,14,20,16,16.8126,27.0046,20.2522,R,,,,,,,,,,3844, ,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,6,8,Auto(L6),4,851,13,18,15,16.6766,26.8829,20.1128,R,,,,,,,,,,4102, ,CLKUP ,2,13,12-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,6.2,8,Auto(L6),4,845,9,14,11,11.5,18.8,13.9349,E,,,,,,,,,,4840,280-350,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD,6.2,8,Auto(L6),4,844,12,19,14,14.8,25.6,18.2681,R,,,,,,,,,,4391,360-450,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,CHEVROLET,K15 SILVERADO 4WD HYBRID,6,8,Auto(AV),4,810,20,20,20,26.8,30.1459,28.2089,R,,,,,,,,,,3075, ,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.7,6,Manual(M6),4,540,15,19,16,18,26.1,20.9218,R,,,,,,,,,,3844, ,,2,13,21-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,3.7,6,Auto(L4),4,539,14,18,15,16.8,24.4,19.5386,R,,,,,,,,,,4102, ,CMODE ,2,13,23-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Auto(L5),4,551,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102,330,CMODE ,2,13,22-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,DAKOTA PICKUP 4WD,4.7,8,Auto(L5),4,553,9,12,10,11,16.5,12.9412,E,,,,,,,,,,5325,E85 240,CMODE ,2,13,27-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,551,13,18,15,15.7904,24.466,18.7884,R,,,,,,,,,,4102,330,CMODE ,2,13,22-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,4.7,8,Auto(L5),4,553,9,12,10,10.9989,16.4984,12.9399,E,,,,,,,,,,5325,E85 240,CMODE ,2,13,27-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,DODGE,RAM 1500 PICKUP 4WD,5.7,8,Auto(L5),4,455,13,18,15,16.0232,25.4274,19.2223,R,,,,,,,,,,4102, ,,2,13,28-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,EXPLORER SPORT TRAC 4WD,4,6,Auto(L5),4,701,13,19,15,16.4469,25.7624,19.6432,R,,,,,,,,,,4102, ,CLKUP ,2,13,18-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,EXPLORER SPORT TRAC 4WD,4.6,8,Auto(L6),4,703,14,19,16,16.8379,26.6162,20.1729,R,,,,,,,,,,3844, ,CLKUP ,3,13,18-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 FFV  4WD,5.4,8,Auto(L6),4,831,10,13,11,12.1058,17.9327,14.179,E,,,,,,,,,,4840,RNG=290,CLKUP ,3,13,18-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 FFV  4WD,5.4,8,Auto(L6),4,829,14,18,15,16.761,24.7556,19.611,R,,,,,,,,,,4102,RNG=390,CLKUP ,3,13,18-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Auto(L4),4,821,14,18,15,16.8912,24.4216,19.6126,R,,,,,,,,,,4102, ,CLKUP ,2,13,23-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,FORD,F150 PICKUP 4WD,4.6,8,Auto(L6),4,823,14,19,16,16.8256,25.7866,19.9445,R,,,,,,,,,,3844, ,CLKUP ,3,13,18-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,4.3,6,Auto(L4),4,839,14,18,15,17.1,24.4,19.7604,R,,,,,,,,,,4102, ,CLKUP ,2,13,11-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,4.8,8,Auto(L4),4,841,14,18,15,16.7786,24.8556,19.6524,R,,,,,,,,,,4102, ,CLKUP ,2,13,11-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L4),4,837,10,14,12,12.7718,18.8488,14.9392,E,,,,,,,,,,4436,300-420,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L4),4,835,14,19,16,17.371,26.1385,20.4591,R,,,,,,,,,,3844,410-560,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L6),4,833,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L6),4,832,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L4),4,849,14,19,16,17.8909,26.9503,21.0796,R,,,,,,,,,,3844, ,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,5.3,8,Auto(L6),4,847,14,20,16,16.8099,26.9956,20.2478,R,,,,,,,,,,3844, ,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,6,8,Auto(L6),4,851,13,18,15,16.7095,27.0054,20.17,R,,,,,,,,,,4102, ,CLKUP ,2,13,12-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,6.2,8,Auto(L6),4,845,9,14,11,11.5,18.8,13.9349,E,,,,,,,,,,4840,280-350,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD,6.2,8,Auto(L6),4,844,12,19,14,14.8,25.6,18.2681,R,,,,,,,,,,4391,360-450,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA 4WD HYBRID,6,8,Auto(AV),4,810,20,20,20,26.8,30.1459,28.2089,R,,,,,,,,,,3075, ,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA AWD,6.2,8,Auto(L6),4,845,9,14,11,11.5,18.8,13.9349,E,,,,,,,,,,4840,280-350,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,GMC,K15 SIERRA AWD,6.2,8,Auto(L6),4,844,12,19,14,14.8,25.6,18.2681,R,,,,,,,,,,4391,360-450,CLKUP ,2,13,23-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,HONDA,RIDGELINE 4WD,3.5,6,Auto(L5),4,20,15,20,17,18.6,28.2,21.9648,R,,,,,,,,,,3616, ,CLKUP ,4,13,3-Sep-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,HUMMER,H3T 4WD,3.7,5,Manual(M5),4,813,14,18,16,17.4,25.4,20.2734,R,,,,,,,,,,3844, ,SIL ,2,13,13-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,HUMMER,H3T 4WD,3.7,5,Auto(L4),4,812,14,18,16,17.8,25.1,20.4804,R,,,,,,,,,,3844, ,CLKUP ,2,13,13-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,HUMMER,H3T 4WD,5.3,8,Auto(L4),4,814,13,16,14,16.0709,21.8212,18.233,R,,,,,,,,,,4391, ,CLKUP ,2,13,13-Jun-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,3.7,6,Manual(M6),4,540,15,19,16,18,26.1,20.9218,R,,,,,,,,,,3844, ,,2,13,21-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,3.7,6,Auto(L4),4,539,14,18,15,16.8,24.4,19.5386,R,,,,,,,,,,4102, ,CMODE ,2,13,23-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,4.7,8,Auto(L5),4,551,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,4102,330,CMODE ,2,13,22-Jul-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,MITSUBISHI,RAIDER PICKUP 4WD,4.7,8,Auto(L5),4,553,9,12,10,11,16.5,12.9412,E,,,,,,,,,,5325,E85 240,CMODE ,2,13,27-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,296,9,12,10,10.9843,17.189,13.1146,E,,,,,,,,,,5325,RNG280/370,CLKUP ,4,13,15-May-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,292,12,17,14,14.9169,23.1763,17.7659,R,,,,,,,,,,4391,RNG390/520,CLKUP ,4,13,15-May-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,NISSAN,TITAN 4WD,5.6,8,Auto(L5),4,284,12,17,14,14.848,23.0589,17.6812,R,,,,,,,,,,4391, ,CLKUP ,4,13,15-May-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TUNDRA 4WD,4.7,8,Auto(S5),4,32,13,16,15,16.4377,22.6945,18.7658,R,,,,,,,,,,4102, ,CLKUP ,4,13,7-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TUNDRA 4WD,5.7,8,Auto(S6),4,36,10,13,11,11.8278,17.5336,13.857,E,,,,,,,,,,4840,RNG=290,CLKUP ,4,13,7-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TUNDRA 4WD,5.7,8,Auto(S6),4,35,13,17,15,16.3226,23.9502,19.0532,R,,,,,,,,,,4102,RNG=400,CLKUP ,4,13,7-Aug-08,DERIVED
STANDARD PICKUP TRUCKS 4WD,TOYOTA,TOYOTA TUNDRA 4WD,5.7,8,Auto(S6),4,34,13,17,14,15.4837,23.4472,18.2771,R,,,,,,,,,,4391, ,CLKUP ,4,13,7-Aug-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500 VAN 2WD CARGO,4.3,6,Auto(L4),R,838,15,20,17,18.5,27.6,21.723,R,,,,,,,,,,3616, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500 VAN 2WD CARGO,5.3,8,Auto(L4),R,823,10,13,11,12.5,17.8,14.434,E,,,,,,,,,,4840,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500 VAN 2WD CARGO,5.3,8,Auto(L4),R,822,14,18,15,17,24.7,19.774,R,,,,,,,,,,4102,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500 VAN 2WD CARGO,5.3,8,Auto(L4),R,821,14,18,15,17,24.7,19.774,R,,,,,,,,,,4102, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500 VAN CONV 2WD CARGO,5.3,8,Auto(L4),R,821,13,16,14,15.4,21.9,17.7739,R,,,,,,,,,,4391, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500 VAN CONV 2WD CARGO,5.3,8,Auto(L4),R,823,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,5325,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,G1500 VAN CONV 2WD CARGO,5.3,8,Auto(L4),R,822,13,16,14,15.5,22.3,17.9652,R,,,,,,,,,,4391,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN AWD CARGO,5.3,8,Auto(L4),4,825,10,12,11,12.2,17,13.9757,E,,,,,,,,,,4840,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN AWD CARGO,5.3,8,Auto(L4),4,824,14,17,15,16.7,23.5,19.2001,R,,,,,,,,,,4102,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN AWD CARGO,5.3,8,Auto(L4),4,820,14,17,15,16.7,23.5,19.2001,R,,,,,,,,,,4102, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN CONV AWD CARGO,5.3,8,Auto(L4),4,825,9,12,10,11.6,16.3,13.3296,E,,,,,,,,,,5325,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN CONV AWD CARGO,5.3,8,Auto(L4),4,824,13,16,14,15.5,22.4,17.9943,R,,,,,,,,,,4391,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN CONV AWD CARGO,5.3,8,Auto(L4),4,820,12,15,14,15.1417,21.3266,17.4143,R,,,,,,,,,,4391, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",GMC,G1500 SAVANA 2WD CARGO,4.3,6,Auto(L4),R,838,15,20,17,18.5,27.6,21.723,R,,,,,,,,,,3616, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",GMC,G1500 SAVANA 2WD CARGO,5.3,8,Auto(L4),R,823,10,13,11,12.5,17.8,14.434,E,,,,,,,,,,4840,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,G1500 SAVANA 2WD CARGO,5.3,8,Auto(L4),R,822,14,18,15,17,24.7,19.774,R,,,,,,,,,,4102,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,G1500 SAVANA 2WD CARGO,5.3,8,Auto(L4),R,821,14,18,15,17,24.7,19.774,R,,,,,,,,,,4102, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",GMC,G1500 SAVANA 2WD CARGO CONV,5.3,8,Auto(L4),R,821,13,16,14,15.4,21.9,17.7739,R,,,,,,,,,,4391, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",GMC,G1500 SAVANA 2WD CARGO CONV,5.3,8,Auto(L4),R,823,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,5325,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,G1500 SAVANA 2WD CARGO CONV,5.3,8,Auto(L4),R,822,13,16,14,15.5,22.3,17.9652,R,,,,,,,,,,4391,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA AWD CARGO CONV,5.3,8,Auto(L4),4,825,9,12,10,11.6,16.3,13.3296,E,,,,,,,,,,5325,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA AWD CARGO CONV,5.3,8,Auto(L4),4,824,13,16,14,15.5,22.4,17.9943,R,,,,,,,,,,4391,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA AWD CARGO CONV,5.3,8,Auto(L4),4,820,12,15,14,15.1417,21.3266,17.4143,R,,,,,,,,,,4391, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA CARGO AWD,5.3,8,Auto(L4),4,825,10,12,11,12.2,17,13.9757,E,,,,,,,,,,4840,310-340,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA CARGO AWD,5.3,8,Auto(L4),4,824,14,17,15,16.7,23.5,19.2001,R,,,,,,,,,,4102,430-470,CLKUP ,2,14,11-Jun-08,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA CARGO AWD,5.3,8,Auto(L4),4,820,14,17,15,16.7,23.5,19.2001,R,,,,,,,,,,4102, ,CLKUP ,2,14,11-Aug-08,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,G1500 EXPRESS 2WD PASS,5.3,8,Auto(L4),R,823,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,5325,310-340,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,G1500 EXPRESS 2WD PASS,5.3,8,Auto(L4),R,822,13,16,14,15.5,22.3,17.9652,R,,,,,,,,,,4391,430-470,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,G1500 EXPRESS 2WD PASS,5.3,8,Auto(L4),R,821,13,16,14,15.4,21.9,17.7739,R,,,,,,,,,,4391, ,CLKUP ,2,15,11-Aug-08,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,H1500 EXPRESS AWD PASS,5.3,8,Auto(L4),4,825,9,12,10,11.6,16.3,13.3296,E,,,,,,,,,,5325,310-340,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,H1500 EXPRESS AWD PASS,5.3,8,Auto(L4),4,824,13,16,14,15.5,22.4,17.9943,R,,,,,,,,,,4391,430-470,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,H1500 EXPRESS AWD PASS,5.3,8,Auto(L4),4,820,12,15,14,15.1417,21.3266,17.4143,R,,,,,,,,,,4391, ,CLKUP ,2,15,11-Aug-08,DERIVED
"VANS, PASSENGER TYPE",GMC,G1500 SAVANA 2WD PASS,5.3,8,Auto(L4),R,823,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,5325,310-340,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",GMC,G1500 SAVANA 2WD PASS,5.3,8,Auto(L4),R,822,13,16,14,15.5,22.3,17.9652,R,,,,,,,,,,4391,430-470,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",GMC,G1500 SAVANA 2WD PASS,5.3,8,Auto(L4),R,821,13,16,14,15.4,21.9,17.7739,R,,,,,,,,,,4391, ,CLKUP ,2,15,11-Aug-08,DERIVED
"VANS, PASSENGER TYPE",GMC,H1500 SAVANA PASS VAN AWD,5.3,8,Auto(L4),4,825,9,12,10,11.6,16.3,13.3296,E,,,,,,,,,,5325,310-340,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",GMC,H1500 SAVANA PASS VAN AWD,5.3,8,Auto(L4),4,824,13,16,14,15.5,22.4,17.9943,R,,,,,,,,,,4391,430-470,CLKUP ,2,15,11-Jun-08,DERIVED
"VANS, PASSENGER TYPE",GMC,H1500 SAVANA PASS VAN AWD,5.3,8,Auto(L4),4,820,12,15,14,15.1417,21.3266,17.4143,R,,,,,,,,,,4391, ,CLKUP ,2,15,11-Aug-08,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY FWD,3.3,6,Auto(L4),F,221,11,16,13,14.2,22.9,17.1283,E,,,,,,,,,,4095,E85 260,CLKUP ,2,20,29-Jun-07,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY FWD,3.3,6,Auto(L4),F,220,17,24,19,20.8,33.0988,24.9763,R,,,,,,,,,,3235,GAS 380,CLKUP ,2,20,29-Jun-07,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY FWD,3.8,6,Auto(L6),F,222,16,23,18,19.7,31.9,23.7952,R,,,,,,,,,,3419, ,CMODE CLKUP ,2,20,16-Jul-08,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY FWD,4,6,Auto(L6),F,223,17,25,20,21.4,35.1,25.9596,R,,,,,,,,,,3075, ,CMODE CLKUP ,4,20,16-Jul-08,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN FWD,3.3,6,Auto(L4),F,221,11,16,13,14.2,22.9,17.1283,E,,,,,,,,,,4095,E85 260,CLKUP ,2,20,29-Jun-07,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN FWD,3.3,6,Auto(L4),F,220,17,24,19,20.8,33.0988,24.9763,R,,,,,,,,,,3235,GAS 380,CLKUP ,2,20,29-Jun-07,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN FWD,3.8,6,Auto(L6),F,222,16,23,18,19.7,31.9,23.7952,R,,,,,,,,,,3419, ,CMODE CLKUP ,2,20,16-Jul-08,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN FWD,4,6,Auto(L6),F,223,17,25,20,21.4,35.1,25.9596,R,,,,,,,,,,3075, ,CMODE CLKUP ,4,20,16-Jul-08,DERIVED
MINIVAN - 2WD,HONDA,ODYSSEY 2WD,3.5,6,Auto(L5),F,21,16,23,18,19.7,32.4,23.9191,R,,,,,,,,,,3419, ,CLKUP ,4,20,20-Aug-08,DERIVED
MINIVAN - 2WD,HONDA,ODYSSEY 2WD,3.5,6,Auto(L5),F,22,17,25,20,21.2,35.5,25.8937,R,,,,,,,,,,3075,VCM,CLKUP ,4,20,20-Aug-08,DERIVED
MINIVAN - 2WD,HYUNDAI,ENTOURAGE,3.8,6,Auto(L5),F,6,16,23,18,19.8,31.5,23.7736,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,20,25-Aug-08,DERIVED
