CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,REL DT,5C CODE
S.U.V. - 2WD,JEEP,PATRIOT 2WD,2,4,Auto(AV),F,204,23,27,24,28.8945,38,32.3867,R,,,,,,,,,,2565, ,VMODE CLKUP ,4,22,9-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,PATRIOT 2WD,2.4,4,Manual(M5),F,211,23,28,25,29.3,39.2,33.0568,R,,,,,,,,,,2460, ,,4,22,11-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,PATRIOT 2WD,2.4,4,Auto(AV),F,208,21,25,23,27,34.7,29.9952,R,,,,,,,,,,2675, ,,4,22,10-Jul-08,DERIVED
S.U.V. - 2WD,JEEP,WRANGLER 2WD,3.8,6,Auto(L4),R,521,15,20,17,18.5,28.2,21.888,R,,,,,,,,,,3616, ,CMODE ,2,22,2-Jul-08,DERIVED
S.U.V. - 2WD,KIA,BORREGO 2WD,3.8,6,Auto(L5),R,10,17,21,18,20.6,29.5,23.836,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,KIA,BORREGO 2WD,4.6,8,Auto(L6),R,13,15,22,18,19,29.9,22.7285,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,KIA,SORENTO 2WD,3.3,6,Auto(L5),R,7,16,22,18,19.5,30.2,23.1987,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,KIA,SORENTO 2WD,3.8,6,Auto(L5),R,8,15,21,17,18.7,28.9,22.2308,R,,,,,,,,,,3616, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,KIA,SPORTAGE 2WD,2,4,Manual(M5),F,2,20,25,22,25.3,35.3,28.9964,R,,,,,,,,,,2798, ,,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,KIA,SPORTAGE 2WD,2,4,Auto(L4),F,2,20,25,22,25.5,34.5,28.8916,R,,,,,,,,,,2798, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,KIA,SPORTAGE 2WD,2.7,6,Auto(L4),F,3,18,23,20,23.1,32.7,26.6163,R,,,,,,,,,,3075, ,2MODE CLKUP ,4,22,25-Aug-08,DERIVED
S.U.V. - 2WD,LEXUS,RX 350 2WD,3.5,6,Auto(S5),F,25,18,23,20,22.2,31.9,25.7193,P,,,,,,,,,,3225, ,CLKUP ,4,22,28-Jan-08,DERIVED
S.U.V. - 2WD,LEXUS,RX 350 2WD,3.5,6,Auto(L5),F,25,18,23,20,22.2,31.9,25.7193,P,,,,,,,,,,3225, ,CLKUP ,4,22,28-Jan-08,DERIVED
S.U.V. - 2WD,LINCOLN,MKX FWD,3.5,6,Auto(L6),F,740,17,24,19,20.7,33.1,24.8972,R,,,,,,,,,,3235, ,CLKUP ,4,22,2-Sep-08,DERIVED
S.U.V. - 2WD,LINCOLN,NAVIGATOR 2WD FFV,5.4,8,Auto(L6),R,801,10,14,11,11.9,19.3,14.3813,E,,,,,,,,,,4840,RNG=310,CLKUP ,3,22,8-Sep-08,DERIVED
S.U.V. - 2WD,LINCOLN,NAVIGATOR 2WD FFV,5.4,8,Auto(L6),R,800,14,20,16,17.0994,27,20.4786,R,,,,,,,,,,3844,RNG=450,CLKUP ,3,22,8-Sep-08,DERIVED
S.U.V. - 2WD,MAZDA,CX-7 2WD,2.3,4,Auto(S6),F,2,17,23,20,21.9,31.7,25.439,P,,T,,,,,,,,3225, ,DC/FW,4,22,18-Apr-08,DERIVED
S.U.V. - 2WD,MAZDA,CX-9 2WD,3.7,6,Auto(S6),F,3,16,22,18,19.5,30.5,23.2779,R,,,,,,,,,,3419, ,DC/FW,4,22,3-Jun-08,DERIVED
S.U.V. - 2WD,MAZDA,TRIBUTE FWD,2.5,4,Manual(M5),F,950,22,28,24,28.3,38.6,32.1619,R,,,,,,,,,,2565, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,MAZDA,TRIBUTE FWD,2.5,4,Auto(L6),F,952,20,28,23,25.9,38.6,30.4011,R,,,,,,,,,,2675, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,MAZDA,TRIBUTE FWD,3,6,Auto(L6),F,956,18,26,21,22.8,35.9,27.2795,R,,,,,,,,,,2927, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,MAZDA,TRIBUTE HYBRID 2WD,2.5,4,Auto(AV),F,957,34,31,32,45.2,43.1,44.2302,R,,,,,,,,,,1919, ,VLKUP ,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,MERCURY,MARINER FWD,2.5,4,Auto(L6),F,608,20,28,23,25.9,38.6,30.4011,R,,,,,,,,,,2675, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,MERCURY,MARINER FWD,3,6,Auto(L6),F,612,18,26,21,22.8,35.9,27.2795,R,,,,,,,,,,2927, ,,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,MERCURY,MARINER HYBRID FWD,2.5,4,Auto(AV),F,614,34,31,32,45.2,43.1,44.2302,R,,,,,,,,,,1919, ,VLKUP ,4,22,23-Jun-08,DERIVED
S.U.V. - 2WD,MERCURY,MOUNTAINEER 2WD,4,6,Auto(L5),R,708,14,20,16,17.3,27.8,20.8425,R,,,,,,,,,,3844, ,CLKUP ,2,22,18-Aug-08,DERIVED
S.U.V. - 2WD,MERCURY,MOUNTAINEER 2WD,4.6,8,Auto(L6),R,710,15,21,17,17.9705,28.7372,21.6146,R,,,,,,,,,,3616, ,CLKUP ,3,22,18-Aug-08,DERIVED
S.U.V. - 2WD,MITSUBISHI,ENDEAVOR 2WD,3.8,6,Auto(S4),F,110,15,21,18,19.1021,29.8084,22.7848,P,,,,,,,,,,3586,SOHC,2MODE CLKUP ,4,22,1-Sep-08,DERIVED
S.U.V. - 2WD,MITSUBISHI,OUTLANDER 2WD,2.4,4,Auto(AV),F,141,20,25,22,24.8,35.3,28.6325,R,,,,,,,,,,2798,DOHC,VMODE VLKUP ,4,22,16-Jun-08,DERIVED
S.U.V. - 2WD,MITSUBISHI,OUTLANDER 2WD,3,6,Auto(S6),F,131,17,24,20,21.8824,33.8072,26.0111,R,,,,,,,,,,3075,SOHC,2MODE CLKUP ,4,22,16-Jun-08,DERIVED
S.U.V. - 2WD,NISSAN,ARMADA 2WD,5.6,8,Auto(L5),R,293,9,13,11,11.2745,18.3306,13.6367,E,,,,,,,,,,4840,RNG310,CLKUP ,4,22,15-May-08,DERIVED
S.U.V. - 2WD,NISSAN,ARMADA 2WD,5.6,8,Auto(L5),R,291,12,18,14,15.2224,25.0331,18.4818,R,,,,,,,,,,4391,RNG390,CLKUP ,4,22,15-May-08,DERIVED
S.U.V. - 2WD,NISSAN,ARMADA 2WD,5.6,8,Auto(L5),R,283,12,18,14,15.2199,25.0138,18.4751,R,,,,,,,,,,4391, ,CLKUP ,4,22,15-May-08,DERIVED
S.U.V. - 2WD,NISSAN,MURANO FWD,3.5,6,Auto(AV),F,92,18,23,20,22.7,32.6,26.2931,P,,,,,,,,,,3225, ,VMODE CLKUP ,4,22,4-Jan-08,DERIVED
S.U.V. - 2WD,NISSAN,PATHFINDER 2WD,4,6,Auto(L5),R,183,15,22,17,18.531,30.2537,22.4447,P,,,,,,,,,,3793, ,CLKUP ,4,22,1-Aug-08,DERIVED
S.U.V. - 2WD,NISSAN,PATHFINDER 2WD,5.6,8,Auto(S5),R,281,13,19,15,16,25.6984,19.2731,P,,,,,,,,,,4302, ,CLKUP ,4,22,1-Aug-08,DERIVED
S.U.V. - 2WD,NISSAN,ROGUE FWD,2.5,4,Auto(AV),F,82,22,27,24,28.6,38.4,32.3107,R,,,,,,,,,,2565, ,VMODE CLKUP ,4,22,25-Jul-08,DERIVED
S.U.V. - 2WD,NISSAN,XTERRA 2WD,4,6,Manual(M6),R,182,16,20,18,19.6794,28.0981,22.7462,R,,,,,,,,,,3419, ,,4,22,1-Aug-08,DERIVED
S.U.V. - 2WD,NISSAN,XTERRA 2WD,4,6,Auto(L5),R,182,15,21,17,18.6265,28.6533,22.1078,R,,,,,,,,,,3616, ,,4,22,1-Aug-08,DERIVED
S.U.V. - 2WD,PONTIAC,TORRENT FWD,3.4,6,Auto(L5),F,108,17,24,20,21.2883,33.5926,25.4897,R,,,,,,,,,,3075, ,CLKUP ,2,22,30-Apr-08,DERIVED
S.U.V. - 2WD,PONTIAC,TORRENT FWD,3.6,6,Auto(S6),F,110,17,24,19,20.8,32.9,24.9252,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,SATURN,OUTLOOK FWD,3.6,6,Auto(L6),F,159,17,24,19,20.6,33,24.7921,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,SATURN,VUE FWD,2.4,4,Auto(L4),F,116,19,26,22,23.9,37,28.4295,R,,,,,,,,,,2798, ,CLKUP ,4,22,22-Jun-08,DERIVED
S.U.V. - 2WD,SATURN,VUE FWD,3.6,6,Auto(L6),F,146,17,24,19,20.7,33,24.8717,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,SATURN,VUE FWD,3.6,6,Auto(S6),F,110,17,24,19,20.8,32.9,24.9252,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,SATURN,VUE HYBRID,2.4,4,Auto(L4),F,140,25,32,28,31.8,45.3,36.725,R,,,,,,,,,,2196, ,CLKUP ,4,22,13-Jun-06,DERIVED
S.U.V. - 2WD,SUZUKI,GRAND VITARA,2.4,4,Manual(M5),R,91,19,26,22,24.1,35.8,28.2554,R,,,,,,,,,,2798, ,,4,22,1-Sep-08,DERIVED
S.U.V. - 2WD,SUZUKI,GRAND VITARA,2.4,4,Auto(L4),R,93,19,25,21,24.1,34.3,27.8233,R,,,,,,,,,,2927, ,2MODE 2LKUP ,4,22,1-Sep-08,DERIVED
S.U.V. - 2WD,SUZUKI,GRAND VITARA,3.2,6,Auto(L5),R,97,18,24,20,22,33.8,26.1004,R,,,,,,,,,,3075, ,2MODE 2LKUP ,4,22,1-Sep-08,DERIVED
S.U.V. - 2WD,SUZUKI,XL7 FWD,3.6,6,Auto(S6),F,110,17,24,19,20.8,32.9,24.9252,R,,,,,,,,,,3235, ,CLKUP ,4,22,30-Jun-08,DERIVED
S.U.V. - 2WD,TOYOTA,4RUNNER 2WD,4,6,Auto(L5),R,31,16,21,18,20.4,28.6,23.4219,R,,,,,,,,,,3419, ,CLKUP ,4,22,7-Aug-08,DERIVED
S.U.V. - 2WD,TOYOTA,4RUNNER 2WD,4.7,8,Auto(L5),R,32,15,19,17,18.9,26,21.5479,R,,,,,,,,,,3616, ,CLKUP ,4,22,7-Aug-08,DERIVED
S.U.V. - 2WD,TOYOTA,FJ CRUISER 2WD,4,6,Auto(L5),R,31,17,21,18,20.7,29.2,23.8203,P,,,,,,,,,,3586, ,CLKUP ,4,22,7-Aug-08,DERIVED
S.U.V. - 2WD,TOYOTA,HIGHLANDER 2WD,3.5,6,Auto(S5),F,26,18,24,20,22.1,33.1,25.9861,R,,,,,,,,,,3075, ,CLKUP ,4,22,10-Jul-08,DERIVED
S.U.V. - 2WD,TOYOTA,RAV4 2WD,2.5,4,Auto(L4),F,22,22,28,24,27.3,39.7,31.7647,R,,,,,,,,,,2565, ,CLKUP ,4,22,17-Aug-08,DERIVED
S.U.V. - 2WD,TOYOTA,RAV4 2WD,3.5,6,Auto(L5),F,26,19,27,22,24.3984,37.3499,28.9095,R,,,,,,,,,,2798, ,CLKUP ,4,22,10-Jul-08,DERIVED
S.U.V. - 2WD,TOYOTA,SEQUOIA 2WD,4.7,8,Auto(S5),R,32,14,17,15,17.006,23.3118,19.3629,R,,,,,,,,,,4102, ,CLKUP ,4,22,7-Aug-08,DERIVED
S.U.V. - 2WD,TOYOTA,SEQUOIA 2WD,5.7,8,Auto(S6),R,34,14,19,15,16.8132,25.7044,19.9127,R,,,,,,,,,,4102, ,CLKUP ,4,22,7-Aug-08,DERIVED
S.U.V. - 2WD,TOYOTA,VENZA,3.5,6,Auto(S6),F,27,19,26,22,23.7,36.6,28.1676,R,,,,,,,,,,2798, ,CLKUP ,4,22,6-Nov-08,DERIVED
S.U.V. - 2WD,VOLKSWAGEN,TIGUAN,2,4,Manual(M6),F,1,19,26,21,23.3,36.2,27.75,P,,T,,,,,,,,3070, ,,4,22,15-Feb-08,DERIVED
S.U.V. - 2WD,VOLKSWAGEN,TIGUAN,2,4,Auto(S6),F,1,18,24,21,22.9,34.1,26.8716,P,,T,,,,,,,,3070, ,3MODE CLKUP ,4,22,15-Feb-08,DERIVED
S.U.V. - 2WD,VOLVO,XC 90 FWD,3.2,6,Auto(S6),F,15,14,20,17,17.7813,28.002,21.2758,R,,,,,,,,,,3616, ,2MODE CLKUP ,4,22,30-May-08,DERIVED
S.U.V. - 4WD,ACURA,MDX 4WD,3.7,6,Auto(S5),4,24,15,20,17,18.9,27.7,22.0527,P,,,,,,,,,,3793, ,2MODE CLKUP ,4,23,18-Jul-08,DERIVED
S.U.V. - 4WD,ACURA,RDX 4WD,2.3,4,Auto(S5),4,17,17,22,19,20.9,29.9,24.1745,P,,T,,,,,,,,3393, ,2MODE CLKUP ,4,23,4-Jun-08,DERIVED
S.U.V. - 4WD,AUDI,Q7,3.6,6,Auto(S6),4,30,14,20,16,17.555,27.0051,20.8361,P,,,,,,,,,,4031, ,3MODE CLKUP ,4,23,21-Jul-08,DERIVED
S.U.V. - 4WD,AUDI,Q7,4.2,8,Auto(S6),4,14,13,18,15,16.2,24.6,19.1412,P,,,,,,,,,,4302, ,3MODE CLKUP ,4,23,6-May-08,DERIVED
S.U.V. - 4WD,BMW,X3 XDRIVE30I,3,6,Manual(M6),4,29,16,23,19,20.0865,32.6973,24.3048,P,,,,,,,,,,3393, ,,4,23,1-Sep-08,DERIVED
S.U.V. - 4WD,BMW,X3 XDRIVE30I,3,6,Auto(S6),4,29,17,24,20,21.4909,33.3632,25.5885,P,,,,,,,,,,3225, ,3MODE CLKUP ,4,23,1-Sep-08,DERIVED
S.U.V. - 4WD,BMW,X5 XDRIVE30I,3,6,Auto(S6),4,29,15,21,18,19.2,29.6,22.8058,P,,,,,,,,,,3586, ,3MODE CLKUP ,4,23,1-Sep-08,DERIVED
S.U.V. - 4WD,BMW,X5 XDRIVE48I,4.8,8,Auto(S6),4,47,14,19,16,16.7247,26.6982,20.1044,P,,,,,,,,,,4031, ,3MODE CLKUP ,4,23,1-Oct-08,DERIVED
S.U.V. - 4WD,BUICK,ENCLAVE AWD,3.6,6,Auto(L6),4,160,16,22,18,19.5,30.9,23.3818,R,,,,,,,,,,3419, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,CADILLAC,ESCALADE AWD,6.2,8,Auto(L6),4,845,9,14,11,11.5,18.8,13.9349,E,,,,,,,,,,4840,280-350,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CADILLAC,ESCALADE AWD,6.2,8,Auto(L6),4,844,12,19,14,14.8,25.6,18.2681,R,,,,,,,,,,4391,360-450,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CADILLAC,SRX AWD,3.6,6,Auto(S5),4,129,14,22,17,17.6,30,21.6216,R,,,,,,,,,,3616, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,CADILLAC,SRX AWD,4.6,8,Auto(S6),4,131,13,20,15,15.9,27.3,19.5792,P,,,,,,,,,,4302, ,CLKUP ,4,23,22-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,EQUINOX AWD,3.4,6,Auto(L5),4,109,17,24,20,21.5,33.4,25.6053,R,,,,,,,,,,3075, ,CLKUP ,2,23,30-Apr-08,DERIVED
S.U.V. - 4WD,CHEVROLET,EQUINOX AWD,3.6,6,Auto(S6),4,111,16,24,19,20.1,33.5,24.5122,R,,,,,,,,,,3235, ,CLKUP ,4,23,20-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,5.3,8,Auto(L6),4,833,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,5.3,8,Auto(L6),4,832,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,6.2,8,Auto(L6),4,845,9,14,11,11.5,18.8,13.9349,E,,,,,,,,,,4840,280-350,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,K1500 TAHOE 4WD,6.2,8,Auto(L6),4,844,12,19,14,14.8,25.6,18.2681,R,,,,,,,,,,4391,360-450,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,K1500 TAHOE HYBRID 4WD,6,8,Auto(AV),4,810,20,20,20,26.8,30.1459,28.2089,R,,,,,,,,,,3075, ,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,TRAILBLAZER 4WD,4.2,6,Auto(L4),4,801,14,20,16,17.2,27.4,20.6611,R,,,,,,,,,,3844, ,CLKUP ,4,23,13-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,TRAILBLAZER 4WD,5.3,8,Auto(L4),4,849,14,20,16,17.6,27.9,21.1064,R,,,,,,,,,,3844, ,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,CHEVROLET,TRAILBLAZER AWD,6,8,Auto(L4),4,803,12,16,13,14.4,21.4,16.8855,R,,,,,,,,,,4729, ,CLKUP ,2,23,12-Aug-08,DERIVED
S.U.V. - 4WD,CHEVROLET,TRAVERSE AWD,3.6,6,Auto(L6),4,160,16,23,19,20,31.6,23.9575,R,,,,,,,,,,3235, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,CHRYSLER,ASPEN 4WD,4.7,8,Auto(L5),4,551,13,18,15,16,24.6,18.987,R,,,,,,,,,,4102,330,CMODE ,2,23,22-Jul-08,DERIVED
S.U.V. - 4WD,CHRYSLER,ASPEN 4WD,4.7,8,Auto(L5),4,553,9,12,10,11,16.5,12.9412,E,,,,,,,,,,5325,E85 240,CMODE ,2,23,27-Aug-08,DERIVED
S.U.V. - 4WD,CHRYSLER,ASPEN 4WD,5.7,8,Auto(L5),4,455,13,19,15,16.6,26,19.8254,R,,,,,,,,,,4102, ,,2,23,28-Jul-08,DERIVED
S.U.V. - 4WD,DODGE,DURANGO 4WD,4.7,8,Auto(L5),4,551,13,18,15,16,24.6,18.987,R,,,,,,,,,,4102,330,CMODE ,2,23,22-Jul-08,DERIVED
S.U.V. - 4WD,DODGE,DURANGO 4WD,4.7,8,Auto(L5),4,553,9,12,10,11,16.5,12.9412,E,,,,,,,,,,5325,E85 240,CMODE ,2,23,27-Aug-08,DERIVED
S.U.V. - 4WD,DODGE,DURANGO 4WD,5.7,8,Auto(L5),4,455,13,19,15,16.6,26,19.8254,R,,,,,,,,,,4102, ,,2,23,28-Jul-08,DERIVED
S.U.V. - 4WD,DODGE,JOURNEY 4WD,3.5,6,Auto(L6),4,3,15,22,17,18.4,29.9,22.2512,R,,,,,,,,,,3616, ,CMODE ,4,23,15-May-08,DERIVED
S.U.V. - 4WD,DODGE,NITRO 4WD,3.7,6,Auto(L4),4,528,15,21,17,18.7,28.5,22.1233,R,,,,,,,,,,3616, ,,2,23,10-Jul-08,DERIVED
S.U.V. - 4WD,DODGE,NITRO 4WD,4,6,Auto(L5),4,530,16,20,17,19.3,28.4,22.5517,R,,,,,,,,,,3616, ,,4,23,10-Jul-08,DERIVED
S.U.V. - 4WD,FORD,EDGE AWD,3.5,6,Auto(L6),4,731,15,22,18,19.2,30.5,23.0415,R,,,,,,,,,,3419, ,CLKUP ,4,23,2-Sep-08,DERIVED
S.U.V. - 4WD,FORD,ESCAPE 4WD,2.5,4,Auto(L6),4,601,19,25,21,23.9545,34.7998,27.8619,R,,,,,,,,,,2927, ,,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,FORD,ESCAPE 4WD,3,6,Auto(L6),4,605,17,24,20,21.6255,33.2006,25.6496,R,,,,,,,,,,3075, ,,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,FORD,ESCAPE HYBRID 4WD,2.5,4,Auto(AV),4,606,29,27,28,37.4,37.2,37.3097,R,,,,,,,,,,2196, ,VLKUP ,4,23,23-Jun-08,DERIVED
S.U.V. - 4WD,FORD,EXPLORER 4WD,4,6,Auto(L5),4,705,13,19,15,16.4469,25.7624,19.6432,R,,,,,,,,,,4102, ,CLKUP ,2,23,18-Aug-08,DERIVED
S.U.V. - 4WD,FORD,EXPLORER 4WD,4.6,8,Auto(L6),4,707,14,19,16,16.8379,26.6162,20.1729,R,,,,,,,,,,3844, ,CLKUP ,3,23,18-Aug-08,DERIVED
S.U.V. - 4WD,FORD,FLEX AWD,3.5,6,Auto(L6),4,501,16,22,18,19.2891,30.0878,23.0045,R,,,,,,,,,,3419, ,CLKUP ,4,23,5-May-08,DERIVED
S.U.V. - 4WD,FORD,TAURUS X AWD,3.5,6,Auto(L6),4,313,15,22,18,19.2,30.5,23.0415,R,,,,,,,,,,3419, ,CLKUP ,4,23,21-Jul-08,DERIVED
S.U.V. - 4WD,GMC,ACADIA AWD,3.6,6,Auto(L6),4,160,16,23,19,20,31.6,23.9575,R,,,,,,,,,,3235, ,CLKUP ,4,23,30-Jun-08,DERIVED
S.U.V. - 4WD,GMC,ENVOY 4WD,4.2,6,Auto(L4),4,801,14,20,16,17.2,27.4,20.6611,R,,,,,,,,,,3844, ,CLKUP ,4,23,13-Jun-08,DERIVED
S.U.V. - 4WD,GMC,ENVOY 4WD,5.3,8,Auto(L4),4,849,14,20,16,17.6,27.9,21.1064,R,,,,,,,,,,3844, ,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,GMC,K1500 YUKON 4WD,5.3,8,Auto(L6),4,833,10,15,12,12.6,20.5,15.2434,E,,,,,,,,,,4436,310-420,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,GMC,K1500 YUKON 4WD,5.3,8,Auto(L6),4,832,14,20,16,16.9,27.3,20.3966,R,,,,,,,,,,3844,410-560,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,GMC,K1500 YUKON 4WD,6.2,8,Auto(L6),4,845,9,14,11,11.5,18.8,13.9349,E,,,,,,,,,,4840,280-350,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,GMC,K1500 YUKON 4WD,6.2,8,Auto(L6),4,844,12,19,14,14.8,25.6,18.2681,R,,,,,,,,,,4391,360-450,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,GMC,K1500 YUKON DENALI AWD,6.2,8,Auto(L6),4,845,9,14,11,11.5,18.8,13.9349,E,,,,,,,,,,4840,280-350,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,GMC,K1500 YUKON DENALI AWD,6.2,8,Auto(L6),4,844,12,19,14,14.8,25.6,18.2681,R,,,,,,,,,,4391,360-450,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,GMC,K1500 YUKON HYBRID 4WD,6,8,Auto(AV),4,810,20,20,20,26.8,30.1459,28.2089,R,,,,,,,,,,3075, ,CLKUP ,2,23,23-Jun-08,DERIVED
S.U.V. - 4WD,HONDA,CR-V 4WD,2.4,4,Auto(L5),4,18,20,26,22,24.8621,35.6263,28.7744,R,,,,,,,,,,2798, ,CLKUP ,4,23,19-Aug-08,DERIVED
S.U.V. - 4WD,HONDA,ELEMENT 4WD,2.4,4,Manual(M5),4,19,18,23,20,23.2,31.3,26.2578,R,,,,,,,,,,3075, ,,4,23,29-Oct-08,DERIVED
S.U.V. - 4WD,HONDA,ELEMENT 4WD,2.4,4,Auto(L5),4,19,19,24,21,23.8,33.5,27.3657,R,,,,,,,,,,2927, ,CLKUP ,4,23,29-Oct-08,DERIVED
S.U.V. - 4WD,HONDA,PILOT 4WD,3.5,6,Auto(L5),4,23,16,22,18,20,30.5,23.6663,R,,,,,,,,,,3419, ,CLKUP ,4,23,22-May-08,DERIVED
S.U.V. - 4WD,HUMMER,H3 4WD,3.7,5,Manual(M5),4,813,14,18,16,17.4,25.4,20.2734,R,,,,,,,,,,3844, ,SIL ,2,23,13-Jun-08,DERIVED
S.U.V. - 4WD,HUMMER,H3 4WD,3.7,5,Auto(L4),4,812,14,18,16,17.8,25.1,20.4804,R,,,,,,,,,,3844, ,CLKUP ,2,23,13-Jun-08,DERIVED
S.U.V. - 4WD,HUMMER,H3 4WD,5.3,8,Auto(L4),4,814,13,16,14,16,21.9,18.2073,R,,,,,,,,,,4391, ,CLKUP ,2,23,13-Jun-08,DERIVED
S.U.V. - 4WD,HYUNDAI,SANTA FE 4WD,2.7,6,Manual(M5),4,14,17,23,19,21.6,31.8,25.2437,R,,,,,,,,,,3235, ,,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,HYUNDAI,SANTA FE 4WD,2.7,6,Auto(L4),4,14,17,23,19,21.3,31.4,24.9049,R,,,,,,,,,,3235, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,HYUNDAI,SANTA FE 4WD,3.3,6,Auto(L5),4,15,17,24,19,20.7,32.9,24.846,R,,,,,,,,,,3235, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,HYUNDAI,TUCSON 4WD,2,4,Manual(M5),4,6,19,24,21,24.3,33.3,27.6646,R,,,,,,103,23,,,2927, ,,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,HYUNDAI,TUCSON 4WD,2.7,6,Auto(L4),4,8,18,23,20,22.5,31.6,25.8498,R,,,,,,103,23,,,3075, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,HYUNDAI,VERACRUZ 4WD,3.8,6,Auto(L6),4,13,15,22,18,18.8,30.6,22.7473,R,,,,,,,,,,3419, ,2MODE CLKUP ,4,23,25-Aug-08,DERIVED
S.U.V. - 4WD,INFINITI,FX35 AWD,3.5,6,Auto(S7),4,93,16,21,18,19.538,29.698,23.0932,P,,,,,,,,,,3586, ,CLKUP ,4,23,24-Jun-08,DERIVED
S.U.V. - 4WD,INFINITI,FX50 AWD,5,8,Auto(S7),4,391,14,20,16,17.6486,27.0677,20.9253,P,,,,,,,,,,4031, ,CLKUP ,4,23,24-Jun-08,DERIVED
S.U.V. - 4WD,INFINITI,QX56 4WD,5.6,8,Auto(L5),4,282,12,17,14,15.1,23.6,18.0207,P,,,,,,,,,,4605, ,CLKUP ,4,23,15-May-08,DERIVED
S.U.V. - 4WD,ISUZU,ASCENDER 5-PASSENGER 4WD,4.2,6,Auto(L4),4,801,14,20,16,17.2,27.4,20.6611,R,,,,,,,,,,3844, ,CLKUP ,4,23,13-Jun-08,DERIVED
